NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,y_true,y_pred
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Revolving loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Government,1,1
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,FRIDAY,Business Entity Type 3,0,0
Revolving loans,Y,N,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,1,1
Cash loans,Y,Y,Family,Working,Higher education,Separated,House / apartment,MONDAY,School,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Military,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,With parents,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Security,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,SUNDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Transport: type 2,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Military,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 3,0,0
Revolving loans,Y,Y,Unaccompanied,Working,Incomplete higher,Married,House / apartment,FRIDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Medicine,0,0
Revolving loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Trade: type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SUNDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA,0,0
Revolving loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Government,0,0
Revolving loans,Y,Y,"Spouse, partner",State servant,Secondary / secondary special,Married,Office apartment,SATURDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Security,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Lower secondary,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,With parents,SATURDAY,Industry: type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Trade: type 7,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Business Entity Type 3,0,0
Revolving loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 1,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Trade: type 7,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Security,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Police,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,SUNDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Construction,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Kindergarten,0,0
Cash loans,N,N,Family,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,1,1
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,FRIDAY,Trade: type 7,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Children,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,Medicine,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,SATURDAY,Government,0,0
Cash loans,Y,Y,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 2,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,MONDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Married,With parents,SUNDAY,Business Entity Type 3,0,0
Revolving loans,N,N,Unaccompanied,State servant,Incomplete higher,Separated,Municipal apartment,WEDNESDAY,Military,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Transport: type 2,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,SUNDAY,Industry: type 11,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Revolving loans,Y,Y,Family,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,SATURDAY,Self-employed,1,1
Cash loans,Y,N,Unaccompanied,Working,Higher education,Civil marriage,With parents,SATURDAY,Trade: type 7,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,SATURDAY,XNA,0,0
Revolving loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Industry: type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Kindergarten,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,MONDAY,Postal,0,0
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Postal,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Separated,House / apartment,FRIDAY,Government,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,Office apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 2,0,0
Revolving loans,N,Y,Family,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Family,State servant,Higher education,Married,House / apartment,THURSDAY,Government,0,0
Cash loans,N,Y,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Other,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Lower secondary,Single / not married,With parents,FRIDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Transport: type 2,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Trade: type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Industry: type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Children,Commercial associate,Higher education,Married,House / apartment,FRIDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Trade: type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Widow,House / apartment,SATURDAY,Government,0,0
Cash loans,N,N,Family,Working,Higher education,Married,House / apartment,TUESDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Postal,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 4,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Revolving loans,N,N,Unaccompanied,Commercial associate,Lower secondary,Married,With parents,THURSDAY,Construction,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Separated,House / apartment,WEDNESDAY,Police,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Police,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Lower secondary,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Police,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,1,1
Cash loans,N,N,Family,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,SATURDAY,Trade: type 3,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Industry: type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 3,0,0
Cash loans,Y,N,Unaccompanied,State servant,Higher education,Married,House / apartment,MONDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Medicine,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Incomplete higher,Married,With parents,MONDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Government,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Agriculture,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 1,0,0
Revolving loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 1,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Transport: type 2,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Self-employed,0,0
Revolving loans,N,N,Unaccompanied,Working,Higher education,Married,Office apartment,THURSDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,TUESDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,Rented apartment,FRIDAY,Business Entity Type 3,0,0
Revolving loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten,1,1
Revolving loans,N,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,WEDNESDAY,Other,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Industry: type 9,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Lower secondary,Single / not married,House / apartment,FRIDAY,Business Entity Type 2,0,0
Cash loans,N,N,"Spouse, partner",Working,Secondary / secondary special,Separated,Municipal apartment,WEDNESDAY,Business Entity Type 1,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Children,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 3,0,0
Cash loans,Y,N,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government,0,0
Cash loans,N,Y,Family,Working,Higher education,Married,House / apartment,FRIDAY,Other,0,0
Cash loans,Y,N,Family,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Trade: type 3,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Construction,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Married,Rented apartment,SUNDAY,Government,0,0
Cash loans,N,N,Children,Pensioner,Secondary / secondary special,Widow,Municipal apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,TUESDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Construction,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
